operadora,title_text,reclamacao_text,status_text,data_text,scrapy_datetime
amil,Remédio não chegou,"Bom dia, desde o dia 29 de dezembro eu não recebo o remédio exemestano para segurar o cancer, entro em contato com a total care e ",Resolvido,Há 2 meses,2023-05-06 16:55:19
amil,Reembolso Parto e Junta médica ,"Olá, senhores!Dia 24/02 solicitei 3 reembolsos no site da Amil. Cesariana + Anestesista + Pediatra com o valor total d",Resolvido,Há 2 meses,2023-05-06 16:55:19
amil,Providências para cancelamento do Plano de Saúde de beneficiário falecido,A minha genitora faleceu de causas naturais em 28.02.2023. Entrei em contato com a operadora do plano de saúde para solicitar a do,Resolvido,Há 2 meses,2023-05-06 16:55:19
amil,Não é possível consultar resultado de exames - Amil Espaço Saúde Jardins,No dia 01/03 realizei um exame de biópsia após uma pequena cirurgia na unidade Amil Espaço Saúde Jardins (Total Care Jardins) e me,Resolvido,Há 2 meses,2023-05-06 16:55:19
amil,Biopsia ,Bom dia. Estou com um problema de pele  e passei na dermatologista. Ela passou  remédio  e pomada. Me orientou a retornar em 20 di,Resolvido,Há 2 meses,2023-05-06 16:55:19
amil,Boletos com o vencimento errado,Minha empresa é cliente do plano de saúde empresarial Amil desde 25/11/2019 quando começou a valer o meu primeiro contrato. No fin,Resolvido,Há 2 meses,2023-05-06 16:55:19
amil,Reembolso parcial ,Olá. Tenho uma Carta de reembolso integral para tratamento de autismo de meu filho e todos os pedidos de reembolso que fiz veio re,Resolvido,Há 2 meses,2023-05-06 16:55:19
amil,Reembolso para cirurgia ,"No início desse ano, tive uma hemorragia importante, onde a mesma ocasionou anemia e precisei repor ferro. Não sabia o que estava ",Resolvido,Há 2 meses,2023-05-06 16:55:19
amil,Informe imposto de renda,"Sou beneficiária do plano Amil desde abril do ano passado e preciso do Informe para IR, no entanto não consta nada na área do apli",Resolvido,Há 2 meses,2023-05-06 16:55:19
amil,Dificuldade para realização de vasectomia,"Estou interessado em fazer uma vasectomia. Fui direcionado para o Espaço Amil em Botafogo, fiz a consulta em grupo em dezembro e o",Resolvido,Há 2 meses,2023-05-06 16:55:19
amil,Tratamento não pago ,"Meu filho faz tratamento na clínica Humanizzare a dois anos.  E o convênio tem se negado a fazer o pagamentos , novamente para clí",Resolvido,Há 2 meses,2023-05-06 16:55:19
amil,Reembolso em processamento eterno,"Em janeiro mandei um orçamento para colocar o Diu, e no documento que me mandaram de volta dizia que ele cobria 2.208. Coloquei o ",Resolvido,Há 2 meses,2023-05-06 16:55:19
bradesco-saude,SEM COMPROMISSO,"Abri uma reclamação, onde eles me responderam e depois não falaram ou fizeram mais nada! Estou a quase DOIS MESES precisando de um",Resolvido,Há 3 dias,2023-05-06 16:55:19
bradesco-saude,"NÃO CONSIGO ACESSO A NADA, PRECISO SOLICITAR REEMBOLSO","Prezados,Eu não consigo contato em lugar nenhum, o número de atendimento só da opções robóticas sem solução, o whatsap",Resolvido,Há 7 dias,2023-05-06 16:55:19
bradesco-saude,"Não consigo fazer reembolso. E quando consigo, sou negado.",App do Bradesco Saúde não permite que eu faça pedidos de reembolso.,Resolvido,Há 7 dias,2023-05-06 16:55:19
bradesco-saude,Preço do plano,"Boa tarde,Gostaria de saber o valor do plano de saúde para idade 25 anos.",Resolvido,Há 7 dias,2023-05-06 16:55:19
bradesco-saude,Propaganda enganosa e falta de organização,"A empresa Bradesco Saúde vem obstaculizando a solicitação de reembolsos. Conforme orientação do próprio site, busquei realizar trê",Resolvido,Há 8 dias,2023-05-06 16:55:19
bradesco-saude,Medicamento Quimioterápico com atraso recorrente,"Já há um bom período solicito meu medicamento quimioterápico Anastrozol pelo site da Bradesco Saúde e nunca tive problemas, esse a",Resolvido,Há 8 dias,2023-05-06 16:55:19
bradesco-saude,Processo de reembolso através do aplicativo,"Não consigo mais fazer a solicitação pelo aplicativo.O aplicativo passou a solicitar validação. Quando funciona, demor",Resolvido,Há 8 dias,2023-05-06 16:55:19
bradesco-saude,Reembolso nao funciona,Ja tem umas 3 semanas q tento fazer a solicitação de reembolso da minha consulta no app e nao consigo. Ja liguei e fui informada q,Resolvido,Há 8 dias,2023-05-06 16:55:19
bradesco-saude,Bradesco dificulta fazer reembolsos o aplicativo não funciona,Bradesco seguros está dificultando fazer reembolsos. O aplicativo que antes funcionava parou de funcionar. Você liga demora atendi,Resolvido,Há 8 dias,2023-05-06 16:55:19
bradesco-saude,REEMBOLSO,"Estou tentando solicitar reembolso há quase um mês, o mesmo não é mais feito pelo site, no tópico REEMBOLSO não aparece a opção &q",Resolvido,Há 8 dias,2023-05-06 16:55:19
bradesco-saude,App não funciona,"Fazem mais de 3 meses que tento solicitar um reembolso, e calcular a prévia de reembolso e não consigo, simplesmente eu já perdi a",Resolvido,Há 9 dias,2023-05-06 16:55:19
bradesco-saude,Aplicativo não funciona,"Estou a dias tentando realizar a solicitação do reembolso,  porém o aplicativo nunca funciona direito. Solicita uma validação que ",Resolvido,Há 9 dias,2023-05-06 16:55:19
bradesco-saude,Reembolso bloqueado por 48 horas,"Meu reembolso está bloqueado devido às tentativas de FOTO para ""segurança"".Eu não entendi essa ""segurança par",Resolvido,Há 9 dias,2023-05-06 16:55:19
bradesco-saude,Problemas para solicitar reembolso,"Na semana passada, fui utilizar o aplicativo do Bradesco Saúde para solicitar o reembolso dos atendimentos de terapias que meus fi",Resolvido,Há 9 dias,2023-05-06 16:55:19
bradesco-saude,Recuperar senha,Estou tentando há 3 dias contato pelo telefone 4004-2700 para trocar meu e-mail cadastrado e recuperar minha senha e só fico na es,Resolvido,Há 9 dias,2023-05-06 16:55:19
bradesco-saude,Não nos enviam as cartas de permanência para trocarmos de plano,"Nós, da empresa A. C. ZICA ENGENHARIA ARQUITETURA E ENGENHARIA, CNPJ 07.438.326/0001-44, fizemos a solicitação das cartas de perma",Resolvido,Há 9 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo pedir reembolso no aplicativo,"Em 24/04 fiz uma reclamação indicando que não conseguia realizar o pedido de reembolso por conta de um bug no aplicativo: ""O ",Resolvido,Há 9 dias,2023-05-06 16:55:19
bradesco-saude,Reembolso não autorizado,"Referente nota fiscal de atendimento terapia fonoaudiológica processo *******9.01. Meu filho é TEA nível 3, ainda não oralizado, e",Resolvido,Há 9 dias,2023-05-06 16:55:19
bradesco-saude,Demora nos reembolsos,Banco sempre acha subterfúgios para protelar os pagamentos de reembolso medico.Exemplos:- Menção de que nota fis,Resolvido,Há 9 dias,2023-05-06 16:55:19
bradesco-saude,Validação de segurança do APP,Faz já semanas o aplicativo da Bradesco Saúde/Seguros condiciona o pedido de solicitação de reembolso a uma validação de segurança,Resolvido,Há 10 dias,2023-05-06 16:55:19
bradesco-saude,o Bradesco Saude se recusa me deixar solicitar reembolso,Há mais de dois mêses o Bradesco Saude mudou o serviço de solicitar um reembolso. Agora é necessãrio tirar uma selfie e uma foto d,Resolvido,Há 10 dias,2023-05-06 16:55:19
bradesco-saude,Análise burocrática desnecessária,"Bradesco tem um atendimento horrível, cada hora tem uma informação diferente, telefone demora 20 30 minutos para atenderem N",Resolvido,Há 10 dias,2023-05-06 16:55:19
bradesco-saude,Extrato individual de pagamento,"No dia 17/04 pedi ao atendente um extrato individual de pagamento mensal de cada sócio da empresa (3 apenas) do ano de 2022, para ",Resolvido,Há 10 dias,2023-05-06 16:55:19
bradesco-saude,aplicativo com bug eterno - não consigo validar minhas informações,"ah, brother..to cansado já.resumidamente, faz muito tempo que meu aplicativo bugou e não valida minhas informaçõestime",Resolvido,Há 10 dias,2023-05-06 16:55:19
bradesco-saude,O app está com erro e não permite solicitação de reembolso,"O  Bradesco seguros em geral está de mal a pior, tenho tido problemas com o Bradesco saúde e odonto. Estou desde meados de março t",Resolvido,Há 10 dias,2023-05-06 16:55:19
bradesco-saude,Reembolso no app (erro pra validação de dados),"É inacreditável o que o Bradesco saúde está fazendo comigo e com as outras pessoas, porque as reclamações já são centenas. ",Resolvido,Há 10 dias,2023-05-06 16:55:19
bradesco-saude,Nao consigo pergar o Informe de Rendimento,Pois nao consigo logar no Site   o viado bloquea a conta por falta de movimentacao  voce e obrigado a criar nova senha  usando e,Resolvido,Há 10 dias,2023-05-06 16:55:19
bradesco-saude,Solicitação de apólice seguro viagem internacional não atendida,Sou cliente do Bradesco saúde e pelo meu plano tenho direito ao seguro viagem internacional.Consta no contrato que tenho com,Resolvido,Há 10 dias,2023-05-06 16:55:19
bradesco-saude,Demonstrativo para IRPF,"Desde o início de Março/23 estou solicitando meu demonstrativo. No aplicativo e no site não tenho acesso pois sou ex-beneficiário,",Resolvido,Há 10 dias,2023-05-06 16:55:19
bradesco-saude,Problema ao solicitar reembolso,Já faz 1 mês que estou tentando fazer a solicitação de reembolso pelo aplicativo do Bradesco e está dando erro na validação da fac,Resolvido,Há 10 dias,2023-05-06 16:55:19
bradesco-saude,IMPOSSÍVEL SOLICITAR REEMBOLSO ! Aplicativo do Bradesco Saude não valida a foto do rosto e impede solicitação de reembolso !,"Preciso solicitar reembolso urgente de despesas médicas a qual paguei e tenho direito ao reembolso, mas mesmo após validação de do",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Ligação pessima - Bradesco Saúde,Entrei em contato com o Bradesco Saúde por telefone e no de 2023 simplesmente eu não consegui entender nada nada que atende falou ,Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,URGENTE - Atraso por falta de emissão de boleto pela seguradora - quase 90 dias,"Por meio desta carta, manifesto minha total indignação com a Seguradora Saúde Bradesco devido à falta de emissão do boleto de cobr",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,MAU ATENDIMENTO E PÉSSIMA ASSISTÊNCIA DE SAUDE,"Bom! Não sei nem por onde começar, talvez pela minha indignação de estar a mais de 1 hora (UMA HORA) à espera de um atendimento na",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Pedidos de reembolso pede validação de identidade que simplesmente NÃO FUNCIONA,Faz mais de um mês que não consigo pedir reembolso de nada pelo Bradesco Saúde.Esse tipo de operação só é permitida pe,Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo contato com nenhum atendente!,"vou viajar para a europa na proxima semana, tenho um dos melhores planos do Bradesco saúde e não consigo falar com ele para emitir",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo solicitar reembolso,Há mais de mês o aplicativo do Bradesco Seguros pede uma validação com uma selfie + foto do documento para poder continuar com a s,Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Reembolso,Eu estou tendo dificuldades com o aplicativo para solicitar o reembolso. Assim como no do Bradesco Seguros. Quando abro para solic,Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Bug no aplicativo para solicitar reembolso sem resposta por mais de 1 mes,Após a implementação de validação facial no aplicativo para solicitar reembolso faz o cliente tirar uma self sorrindo e ao clicar ,Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo solicitar o histórico de reembolsos,Trabalhei em uma empresa que utilizava o Bradesco Saúde como plano de saúde e fiz algumas solicitações de reembolso. Quando saí da,Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Declaração de pagamento de prêmio,"Solicitei pelo SAC, dia 14/04/2023 uma declaração de pagamento das mensalidades referentes ao ano de 2022, discriminando os meses ",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Cobrança Coparticipação Indevida,"Olá, Estou desde do dia 13 de abril de 2023, tentanto com a Bradesco uma justificativa de uma cobrança por coparticiçã",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Extrato de Pagamentos 2022 para fins de IRPF 2023,"Prezados,Não foi possível até o presente momento obter o extrato de pagamento de 2022. Tentei o acesso pelo site: http",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,CADASTRO ERRADO,"Meu filho foi cadastrado com o gênero errado - como FEMININO. Com isso, ele não consegue autorizar exames para o seu verdadeiro gê",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,NÃO CONSIGO PEDIR REEMBOLSO,É LAMENTÁVEL o tipo de serviço que o Bradesco Saúde vem prestando. Mudaram o procedimento de reembolso que agora só pode ser feito,Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,APP Bradesco Saúde,O aplicativo para reembolso não funciona desde março . Fiz reclamação no Atendimento e depois de várias transferências pediram par,Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Quero saber,"Meu nome é Jessica tenho endometriose e infelizmente terei que fazer a retirada total do meu útero aos 27 anos , fazendo uso de me",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,"Gente, essa é ótima. O Bradesco Saúde não sabe quem é cliente deles, kkkkkk","Gente, essa é ótima. Eu pago 4 vidas para o Bradesco Saúde, há uns 8 anos ..Pedi uma Carta de Permanência, que nada ma",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Erro no serviço de reembolso do app,"Há dias estou tentando realizar um reembolso no aplicativo e não consigo, sempre ocorre um erro. Já entrei em contato com canais d",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Demora para atualização de e-mail,"Estou desde semana passada tentando alterar meu e-mail de cadastro no aplicativo, pois estava cadastrado com o e-mail da minha ant",Resolvido,Há 11 dias,2023-05-06 16:55:19
bradesco-saude,Demora para liberar procedimento cirúrgico.,"Bom dia,Sou de SP capital , estou com cirurgia ( Gastroplastia) marcada para 09/04/23 no hospital Lefort, porém o processo d",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo uma clínica para atender meu filho!,"Meu filho tem 12 anos é portador de TDAH, dislexia TARE. A alguns anos venho tentando marcar psicóloga, fonoaudióloga, terapeuta o",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Solicitação de reembolso.,Estou a 2 meses sem conseguir pedir reembolso por problemas no aplicativo.Já liguei mais de 10 vezes na central de atendimen,Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Bradesco Seguros Saúde App não funciona,"Boa NoiteEstou a mais de dois meses sem poder fazer reembolso Primeiro me dizem instabilidade no app, agora esto",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,autorização de procedimento,"Preciso fazer uma cirurgia a medica entrou com os papeis dia 04/04 e ate o momento não autorizou o procedimento, aguardando atuali",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo contato.,"No dia 24/04 tentei por inúmeras vezes contato com a Ouvidoria do Bradesco Saúde a qual não consegui, vários minutos ouvindo músic",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Bloqueio de solicitação de reembolso,"Boa Tarde,Estou desde o dia 06/04/2023 tentando fazer a validação de segurança para pedido de reembolso no app do Brad",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Reembolso NÃO ESTA FUNCIONANDO/,Faz mais de 1 mês tentando validar as informações via app para solicitar reembolso.- Pois esta solicitando verificação fácil e o e,Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Telefone não atende,Estou precisando entrar em contato com o SAC e eles simplesmente não atendem o telefone. Fica mais de hora esperando sem conseguir,Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Problemas com pedido de reembolso,Estou desde o dia 04/04 tentando pedir um reembolso pelo aplicativo (uma vez que essa função não exite mais no site). Simplesmente,Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,"REEMBOLSO não funcionando, RECLAMEM NA ANS","Assim como muitos, tive problemas no aplicativo após atualização dia 30/03, que tornou impossível fazer a verificação facial e ped",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Impossível solicitar reembolso,"Estou há alguns dias estou tentando realizar o pedido de reembolso. Pelo site, não aceitam mais. Fui tentar pelo app, me pedem par",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Bradesco Saude nao me fornece o demonstrativo de Imposto de Renda do ano passado,Minha mãe foi segurada pelo Bradesco Saude por décadas. Ela faleceu o ano passado quando cancelamos o plano. Preciso que o Bradesc,Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,impossível fazer contato,Preciso que o Bradesco emita uma Carta de Permanência mas não consigo ser atendido pelo telefone e enviei um e-mail que não foi re,Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Solicitação reembolso não funcionando,Escrevo quanto à impossibilidade de solicitação reembolso via aplicativo desde o dia 04/04/2023.Fiz um primeiro contat,Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Autenticação para reembolso,A Bradesco saúde mudou o app colocou agora que pra pedir reembolso tem que ficar pedindo foto  absurdo fica travando dificulta a v,Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Se negam a me entregar a declaração de IR,Estou há uma semana tentanto minha declaração de IR junto ao plano de saúde Bradesco. Minha carteirinha mudou e consequentemente o,Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Fata de retorno  sobre pedido de reembolso,"Pedido de reembolso realizado dia 23/03/2023 pelo app, o pedido aparece em análise até hoje. Entrei em contato com central de apoi",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo pedir Reembolso,Estou desde o dia 18/04/2023 tentando pedir um Reembolso para minha mãe no App eles pedem reconhecimento facial foto do documento ,Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Validação das informações,"Sou cliente da Bradesco, desde 2021 e não consigo fazer a validação do meu filho - dependente para reembolso.Meu cadas",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Falta de respeito com o cliente - nem a ouvidoria atende!!!,"Estou há mais de um mês com problemas para pedir reembolso!O app pede reconhecimento facial e foto dos documentos, já ",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Reembolso,Inclui no App um reembolso dia 05/04/23 e até hoje dia 24 não foi analisado. Demora demais e ainda corro o risco deles devolverem ,Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo validar meus dados no app para pedir reembolso,"Estou há duas semanas tentando validar meus dados (selfie, foto da cnh frente e verso) no aplicativo para pode solicitar reembolso",Resolvido,Há 12 dias,2023-05-06 16:55:19
bradesco-saude,App exige reconhecimento facial e não funciona,"O app do Bradesco Saúde está com a exigência para solicitar o reembolso , precisa de validar as informações através do reconhecime",Resolvido,Há 13 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo realizar exame,Realizei diversos contatos com o Bradesco Saúde para que fosse informado um local que realizasse um exame neuropsicológico com a c,Resolvido,Há 13 dias,2023-05-06 16:55:19
bradesco-saude,AUMENTO ABSURDO NO PREÇO DO PLANO DE SAÚDE BRADESCO,"Meu plano de saúde é de empresa com 3 funcionários. Em 2021 a mensalidade para eu, minha mulher e minha filha, então menor de idad",Resolvido,Há 13 dias,2023-05-06 16:55:19
bradesco-saude,Reembolso,"Tenho o plano Bradesco Saúde Empresa, e tenho a possibilidade de fazer reembolso de um percentual de valores gastos com consulta e",Resolvido,Há 13 dias,2023-05-06 16:55:19
bradesco-saude,Autorização parcial,"Preciso fazer uma cirurgia, foi enviado pedido de autorização dia 03/04/23 pelo hospital, todos os procedimentos reconhecidos pela",Resolvido,Há 13 dias,2023-05-06 16:55:19
bradesco-saude,Complicação desnecessária na solicitação de Reembolso,"No dia 29/03/2023 fiz a solicitação de reembolso para um atendimento de ""terapia (é assim que vocês classificam)"" como j",Resolvido,Há 14 dias,2023-05-06 16:55:19
bradesco-saude,Falta de empatia,"Infelizmente tive que vim aqui para tentar resolver meu problema com o convênio da Bradesco.Estou grávida de 34 semanas, e e",Resolvido,Há 14 dias,2023-05-06 16:55:19
bradesco-saude,Campo de senha nao limitado de acordo,"O aplicativo do bradesco é ridiculo, voce escolhe uma senha em que eles limitam a 8 caracteres, mas não limitam no login, então se",Resolvido,Há 14 dias,2023-05-06 16:55:19
bradesco-saude,Erro na validação de identidade,"A Bradesco Saúde exige a validação da identidade para solicitação de reembolso.Fato é que, no momento de tirar a selfie de i",Resolvido,Há 14 dias,2023-05-06 16:55:19
bradesco-saude,Problema com reembolso utilizando APP Bradesco Saude e Seguros,"Para o tratamento do meu filho há necessidade de pagamento dos profissionais, Médicos, Fisioterapeutas e demais, são gastos mensai",Resolvido,Há 15 dias,2023-05-06 16:55:19
bradesco-saude,TI nada amigável,"Do nada, a Bradesco Saúde resolveu que (a) não podem ser feitos pedidos de reembolso pelo computador, só pelo aplicativo no smartp",Resolvido,Há 15 dias,2023-05-06 16:55:19
bradesco-saude,Medicação,"Estou com anemia ferropriva e necessito de uma medicação venosa de ferro , no entanto o plano alega que só cobre a medicação se a ",Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo agendar consultar,"Há muito tempo estou tentando agendar uma consulta com endocrino, mas pelo app nunca permite.Hoje fiquei mais de uma hora no",Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo solicitar reembolso,"Faz mais de duas semanas que estou tentando dar entrada na minha solicitação de reembolso, porém todas as vezes que entro no app d",Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Falha na validação de identificação pelo APP e falta de atendimento,"Estou há mais de 1 mês tentando dar entrada na minha solicitação de reembolso, porém todas as vezes que entro no app do Bradesco e",Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Reembolsos,"O processo de reembolso Bradesco saúde é muito desrespeitoso! Demora um tempo enoooooooorme, você não tem o status real do reembol",Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,15 dias úteis para enviar o informe para Declaração de Imposto de renda! Um total descaso!!!,"Tenho um plano de Saude empresarial, onde não sou a representante legal, mas estou como dependente do meu marido. Tentei acessar o",Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Demonstrativo de utilização para imposto de renda,"Entrei em contato, via telefone, com a Bradesco Saúde no dia 18/04, solicitando o demonstrativo de utilização para o imposto de re",Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Não disponibiliza Informe de rendimentos para IR,Sou cliente pela minha empresa do Bradesco Saúde desde fevereiro de 2022 e estou tentando obter o Informe de Rendimentos e não con,Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Não me enviam o demonstrativo de IR!,Entrei em contato com o Bradesco para receber o Demonstrativo de Imposto de Renda discriminado por beneficiário. Já falei por tele,Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,INDIGNAÇÃO,Passei por uma consulta medica e foi necessário fazer um exame que não era comberto pelo convenio. paguei a consulta e paguei o ex,Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Autorização de cirurgia,Estou tentando contato com alguém para saber sobre autorização de cirurgia com urgência. porém não consigo falar com ninguém.. Um ,Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Autorização de cirurgia,Foi feito todo o procedimento de exames para a solicitação de autorização de cirurgia. Procedimento comum uma vez que o médico e h,Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Troca de e-mail,"Estou há 3 semanas tentando contato para efetuar a trocar do e-mail, sempre fico mais de 30min na fila esperando algum atendente, ",Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Demora na autorização de cirurgia,Em 08/22 fiz uma cirurgia no hospital Santa Paula de hérnia de hiato e junto iria fazer a retirada da visicula ambos já autorizado,Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Impossível solicitar reembolso,"De uns tempos para cá, a operadora tornou IMPOSSÍVEL a solicitação de reembolso.Inventam que tem que ser por outro aplicativ",Resolvido,Há 16 dias,2023-05-06 16:55:19
bradesco-saude,Descaso e falta de comprometimento e demora para reembolso,Número do cartão saúde*******4011Protocolo do atendimento telefônico: *******12380No dia 14/03/2003 me int,Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Troca de e-mail,"Desde o início de março estou tentando, sem sucesso, alterar o e-mail utilizado para acessar o site/ app do Bradesco Saúde. Ao lig",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Reembolso quase impossível,"Fiz meu parto no dia 12/11/2022, mandei todos os documentos pedidos para o reembolso, pediram até a fatura do cartão de crédito ( ",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Reparadora pós bariátrica,"Olá,Eu tinha o plano de saúde empresarial, porém perdir após ser demitida.Fiz a bariátrica pelo plano porém prec",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,SITE E APLICATIVOS NÃO ACEITANDO ENVIO DE REEMBOLSO,Estou a mais de 3 semanas tentando enviar meus reembolsos porém no site diz para fazer pelo aplicativo e pelo aplicativo pede para,Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Cadastrar cartão no app,"Estou tentando cadastrar o cartão da minha esposa no celular dela para que atenda as novas exigências de geração de token, mas não",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,"Para reembolso, uma corrida de obstáculos a ser vencida","Tenho o seguro saúde há mais de 40 anos, só por aí já se pode perceber que faço parte da melhor idade, essa que nem sempre tem fac",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Reembolso bradesco saude não  funciona,"Estou tentando solicitar um reembolso de R$450,00 referente a uma consulta médica a qual tenho direito(plano TOP carissimo), porém",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,"Não REEMBOLSAR , especialidade do Bradesco Seguros.","Não bastasse acabarem com todos os canais de reembolso com fechamento de locais fisicos e ELIMINAÇÃO do site , agora os reembolsos",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Bloqueio na solicitação de reembolso,O aplicativo da Bradesco Seguros está pedindo uma verificação de identidade para me desbloquear no pedido de reembolso. Estou há 2,Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Reembolso  Despesas com cirurgia,"Atualmente para solicitar reembolso de despesas, no meu caso, despesas cirúrgicas, só pode ser feito pelo APP do celular > Não ",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Valor de reembolso,"Fiz uma solicitação de reembolso para a Bradesco saúde no dia 15/03, pois precisei fazer um procedimento no hospital e para isso f",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Não consigo entrar em contato com a central de atendimento,Tenho um Doppler marcado para dia 21 no Bronstein MeierQueria saber se precisa de autorização do plano para realizar o exame,Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Autorização de Procedimento,Desde o dia 13/04 venho tentado contato com a Bradesco Saúde sem sucesso. Solicitei cancelamento de um procedimento médico desde e,Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,PSICOLOGO ONLINE/PROXIMO DO MEU ENDEREÇO INFANTIL,"Estou tentando marcar psicólogo pra minha filha de 11 anos pelo convenio e não consigo, não tem online , não tem na minha cidade e",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Locais para fazer exames,"Boa tarde! Preciso fazer exames de teste de contato (patch testes, que são adesivos colados à pele) para diagnóstico de alergias, ",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Inclusão de dependente atrasada,"Boa tarde. Solicitei pelo sistema da Bradesco no dia 12 de Abril a inclusão do meu recém nascido no plano, e até agora não tive um",Resolvido,Há 17 dias,2023-05-06 16:55:19
bradesco-saude,Credenciamento do Hospital Dr. Beda (Grupo IMNE) e da Clínica Santa Helena (ortopedia),"Já foram feitos vários ofícios, pedidos de CREDENCIAMENTO por parte do Hospital Dr. Beda e da Clínica Santa Helena, já liguei, reg",Resolvido,Há 17 dias,2023-05-06 16:55:19
